9,5,9,5,5,5,7,-4,4,-2,0,0,0.974679434,0.974679434,0.974679434
5,5,9,9,13,5,7,0,4,2,-4,8,0.974679434,0.974679434,0.974679434
9,5,9,9,13,9,9,-4,4,0,0,4,0.974679434,0.974679434,0.974679434
5,5,9,13,9,13,9,0,4,4,-4,4,0.974679434,0.974679434,0.974679434
9,5,9,5,13,13,7,-4,4,-2,8,0,0.974679434,0.974679434,0.974679434
5,9,9,9,1,9,7,4,0,2,-8,8,0.974679434,0.974679434,0.974679434
9,9,9,9,1,9,9,0,0,0,-8,8,0.974679434,0.974679434,0.974679434
9,9,9,13,1,13,11,0,0,2,-12,12,0.974679434,0.974679434,0.974679434
5,9,9,9,5,13,7,4,0,2,-4,8,0.974679434,0.974679434,0.974679434
5,1,13,5,9,5,5,-4,12,0,0,4,0.974679434,0.974679434,0.974679434
9,1,13,9,9,5,9,-8,12,0,-4,4,0.974679434,0.974679434,0.974679434
9,1,13,5,13,5,7,-8,12,-2,0,8,0.974679434,0.974679434,0.974679434
